pid	genus	hybrid	author	year	seed	pollen
14794#14794	AECHMEA	Glutinosa	? / D Butcher *		glutinosa	?
12382#12382	AECHMEA	Glyn's Matchstick	Francis G	2009	Mary Brett	gamosepala
243#243	AECHMEA	Gold Nugget	Yamamoto	<1980	ramosa	chantinii
244#244	AECHMEA	Gold Sister	Trevor O	circa 1996	flavorosea	Morgana
245#245	AECHMEA	Gold Tone	Cathcart, D.*	?	orlandiana	Morgana
246#246	AECHMEA	Golden Beads	?	?	'Royal Wine'	coelestis
247#247	AECHMEA	Golden Candelabrum	Smythe R*	?	'Royal Wine'	'Forest Fire'
248#248	AECHMEA	Golden Comet	Bradtberg, K.	1988	lindenii (comata)	recurvata v. recurvata
249#249	AECHMEA	Golden Glow	Smythe, R.*	?	'Forest Fire'	?
11246#11246	AECHMEA	Golden Goddess	Skotak C, Beach E*	2000	ramosa var. festiva	ramosa var. festiva
250#250	AECHMEA	Goldlines	? / Geoff Lawn*	< 1995	comata?	caudata?
15578#15578	AECHMEA	Goldmine	Skotak, Chester / Eloise Beach*	2005	blanchetiana	blanchetiana
251#251	AECHMEA	Good Bands	Cathcart, D.*	?	blanchetiana	nudicaulis
252#252	AECHMEA	Gotha	Nally J, Butcher D*	ca 1960	comata	caudata
254#254	AECHMEA	Grace's Blue	Goode G, Butcher D*	1995	caudata v. eipperi	? recurvata
253#253	AECHMEA	Graceful	Butcher, D.*	?	organensis	? recurvata
255#255	AECHMEA	Grande Tiempo	Hummel	<1976	organensis	? recurvata
256#256	AECHMEA	Grandi	Hummel	<1976	organensis	? recurvata
257#257	AECHMEA	Grape	Hummel	<1980	organensis	? recurvata
258#258	AECHMEA	Grapehead	Baker, Bill	<1998	recurvata	Suenos
259#259	AECHMEA	Green Ice	n/a	?	recurvata	chantinii
260#260	AECHMEA	Greg Schol	Smith, S.+*	1990	warasii	chantinii
261#261	AECHMEA	Grey Ghost	? (Moore, Lee.*)	circa 1960	chantinii	chantinii
14401#14401	AECHMEA	Grey Surprise	? / Neville Wood*	2009	nudicaulis var. aequalis	?
262#262	AECHMEA	Guarani	Bromeliario Imperialis*	?	nudicaulis var. aequalis	?
263#263	AECHMEA	Gympie Gold	Paterson, M.	1985	gamosepala	caudata v. variegata
264#264	AECHMEA	Hacienda	Bullis*	<2004	gamosepala	caudata v. variegata
265#265	AECHMEA	Haiku	Vinzant, L.	circa 1997	correia-araujoi	orlandiana
266#266	AECHMEA	Hal Ellis	Goode, G.	1974	Royal Wine	coelestis
12627#12627	AECHMEA	Hanging Beauty	Jacobsson K	2011	filicaulis "rubra"	tessmannii
267#267	AECHMEA	Hapu Ram	Hummel	<1976	chantinii	lindenii
268#268	AECHMEA	Harlekin	Richter	1960	Fosters Favorite	racinae
269#269	AECHMEA	Harlequin	Davis R / Hendrix, G.*	circa 1977	chantinii	racinae
11651#11651	AECHMEA	Harvey's Pride	Bullis Bromeliads	1987	chantinii	racinae
270#270	AECHMEA	Hayward	Hayward W (Frase*)	1961	orlandiana	racinae
271#271	AECHMEA	Hazel Quilhot	Hill, Herb, Jr.	1979	orlandiana	chantinii 'Pink Goddess'
272#272	AECHMEA	Heather Tweed	Vinzant, L.	?	nudicaulis var. aequalis	ramosa var. festiva
273#273	AECHMEA	Helen Dexter	(Dexter, M.W.*)	<1980	nudicaulis var. aequalis	apocalyptica
274#274	AECHMEA	Helen Miller	?	<1976	nudicaulis var. aequalis	apocalyptica
15302#15302	AECHMEA	Helios	SBN /Jon Hanson*	2014	DeLeon's Chantinii	tessmanii, red form
275#275	AECHMEA	Hellfire	Johnson, Carol	1990	retusa	angustifolia
15464#15464	AECHMEA	Hello Sunshine	King, Richard	2014	 South Africa	angustifolia
276#276	AECHMEA	Henrietta	Lecoufle	1964	serrata	fasciata
277#277	AECHMEA	Hercules	Johnson, Carol	1989	zebrina	retusa
13164#13164	AECHMEA	Hermann's Link	? / R Little *	1980s?	zebrina	retusa
278#278	AECHMEA	Hiawatha	Hummel	<1971	zebrina	retusa
279#279	AECHMEA	Hiccup	Butcher, D.*	?	zebrina	retusa
10522#10522	AECHMEA	Hidden Love	Jacobsson K	2007	chantinii	manzanaresiana
280#280	AECHMEA	Hoja Roja	Hummel	<1971	chantinii	manzanaresiana
14652#14652	AECHMEA	Hokkaido	Witchuprasert, Pinid	2013	Hazel Quilhot	chantinii
10302#10302	AECHMEA	Hopalong	Tristram P	2003	hoppii	Frost
13512#13512	AECHMEA	Hot Shot	Skotak C / E Beach*	2008	Phat Pat	manzanaresiana  (orange)
16354#16354	AECHMEA	Howard's Castle	Vinzant, Lisa	circa 2000	fendleri x dichlamydea var. trinitensis	castelnavii
282#282	AECHMEA	Hummel's Red Wing	Hummel		fendleri x dichlamydea var. trinitensis	castelnavii
69#69	AECHMEA	Hummel's Black Magic	Hummel	<1967	fendleri x dichlamydea var. trinitensis	victoriana v. discolor
212#212	AECHMEA	Hummel's Flame	Hummel	<1986	fendleri x dichlamydea var. trinitensis	recurvata
281#281	AECHMEA	Hummel's Red	Hummel	<1979	fendleri x dichlamydea var. trinitensis	recurvata
545#545	AECHMEA	Hummel's Silver Streak	Hummel	<1975	fendleri x dichlamydea var. trinitensis	recurvata
15108#15108	AECHMEA	Hunua Pastel Patches	Mitchell, John	2009	Bert	recurvata
283#283	AECHMEA	Ice Cream Cone	Butcher*	<1990	apocalyptica?	comata?
284#284	AECHMEA	Ice-T	Skotak C, Cathcart D*	1994	blanchetiana	fulgens
285#285	AECHMEA	Ignotus	Davis, R., Kent*?	<1972	blanchetiana	orlandiana hybrid?
286#286	AECHMEA	Ilha Grande	Mello, Joao M.+, Berg, W.*	1994	gracilis	orlandiana hybrid?
287#287	AECHMEA	Ilse	Prinsler	<1979	servitensis v. exigua? penduliflora?	chantinii
288#288	AECHMEA	Inca	Skotak, Chester. /  Deroose Plants*	circa 1995	fasciata (spineless) ?	?
289#289	AECHMEA	Inky	Goode, G./ Green, M.*	circa 1980s	fasciata (spineless) ?	recurvata var. benrathii
290#290	AECHMEA	Isabel D'Bellard	Steinbuch, Edith	1993	rubens	aquilega
291#291	AECHMEA	Ivory	Hummel?	<1975	fasciata	aquilega
292#292	AECHMEA	Ivory Tips	Hummel	<1976	fasciata	aquilega
293#293	AECHMEA	J.C. Superstar	Yamamoto	<1983	ramosa	chantinii
294#294	AECHMEA	Jack	Smith, Sam	1992	moorei	brevicollis
295#295	AECHMEA	Jackson	Hummel (Seaborn*)	<1970	moorei	brevicollis
296#296	AECHMEA	Jaspedo	Hummel	<1978	moorei	brevicollis
297#297	AECHMEA	Jean	Hummel, Ed	<1979	moorei	brevicollis
298#298	AECHMEA	Jean Merkel	(Merkel?)	<1991	orlandiana	brevicollis
299#299	AECHMEA	Jeanie	Cleveland, R.	1995	recurvata var. benrathii	gamosepala
300#300	AECHMEA	Jeanne Eunice	Foster, M.	1956	blanchetiana	fulgens
301#301	AECHMEA	Jimmie Knight	Smith, Sam	1989	tessmannii	mariae-reginae
302#302	AECHMEA	Joan Sutherland		<1982	tessmannii	mariae-reginae
303#303	AECHMEA	John Anderson	Skotak, C.	?	'Nelwyn'	chantinii 'Yellow'
304#304	AECHMEA	John Winston	Hill, H.	<1984	'Nelwyn'	chantinii
70#70	AECHMEA	Johnson's Black Magic	n/a	?	'Nelwyn'	chantinii
305#305	AECHMEA	Jubilee	(Bullis?)	<1991	mulfordii	chantinii
11274#11274	AECHMEA	Juju Charm	Skotak C, Beach E *	2005	jungurudoensis	jungurudoensis
11273#11273	AECHMEA	Juju Magic	Skotak C, Beach E *	2005	jungurudoensis	jungurudoensis
306#306	AECHMEA	Julian Nally	Foster, M.	1961	apocalyptica (#464)	comata
307#307	AECHMEA	Julie Sewell	Smith, Sam	1989	fendleri x dichlamydea v. trinitensis	fasciata
9635#9635	AECHMEA	Jupiter	K Jacobsson	2006	tessmannii	servitensis var. exigua
14308#14308	AECHMEA	Just Rust	Van Wijk C	circa 2014	Silver Streak	Parati
308#308	AECHMEA	Just So	Hummel	<1980	Silver Streak	Parati
16423#16423	AECHMEA	Kalahari	King, Richard	2014	Red Bands	bromeliifolia
309#309	AECHMEA	Karamea Topsy	Green, M.*	?	recurvata	bromeliifolia
310#310	AECHMEA	Kashkiniana	Davis, R. (?)	<1972	recurvata	bromeliifolia
12938#12938	AECHMEA	Ka'u	Heckart D	<2007	Ebony	tessmannii (pink form)
311#311	AECHMEA	Keith's Comet	Bradtberg, K.	1988	lindenii (comata)	recurvata v. recurvata
12212#12212	AECHMEA	Kent's Vista	Kent J	circa 1998	lindenii (comata)	recurvata v. recurvata
312#312	AECHMEA	Kiley Malorka		<1978	lindenii (comata)	recurvata v. recurvata
313#313	AECHMEA	Kimberley	Przetocki, V.	1991	fosteriana	weilbachii v. leodiensis
11589#11589	AECHMEA	King Brown	? / Hudson B*	circa 2008	chantinii	retusa (red form ) ?
314#314	AECHMEA	King Burgandy	Hummel	<1983	chantinii	retusa (red form ) ?
315#315	AECHMEA	Kiwi	Hanson, B.*	1980s	fasciata	retusa (red form ) ?
9636#9636	AECHMEA	Kiwi Baker	Bill Baker*		fasciata	retusa (red form ) ?
316#316	AECHMEA	Kline Terrace	Franklin, P.*	?	fasciata	retusa (red form ) ?
15275#15275	AECHMEA	Koah Dolce Vita	Draper, Ross	2015	Pink Goddess	chantinii var. fuchsii
15276#15276	AECHMEA	Koah Griffin	Draper, Ross	2015	chantinii var fuchsii	Pink Goddess
15749#15749	AECHMEA	Koah Thagomizer	Draper, Ross	2014	tessmannii x retusa	chantinii var. fuchsii
13206#13206	AECHMEA	L'Arc-en-Ciel	Wannakrairote S	2011	Burgundy	Burgundy
317#317	AECHMEA	La Espriella		1965	angustifolia	Burgundy
318#318	AECHMEA	La Mocha	Hummel	<1970	angustifolia	Burgundy
319#319	AECHMEA	La Tigra	(Berg, W.+*)	1990	angustifolia	nudicaulis
320#320	AECHMEA	Lady Bird		<1980	angustifolia	nudicaulis
11185#11185	AECHMEA	Lady with da Blues	Ladd A	2007	cylindrata	recurvata x  gamosepala
321#321	AECHMEA	Lalinda	Franklin, P.*	?	cylindrata	recurvata x  gamosepala
322#322	AECHMEA	Laura Lynn	Skotak, C. (Cathcart*)	<1996	retusa	rubens
11940#11940	AECHMEA	Lemon			blanchetiana	rubens
323#323	AECHMEA	Len Butt	Goode, G.	1974	Royal Wine	calyculata
324#324	AECHMEA	Lena Harlekin	Marz	<1986	Royal Wine	calyculata
325#325	AECHMEA	Leucadia	n/a	<1980	fasciata	calyculata
326#326	AECHMEA	Light Rays	?	<1995	fasciata	recurvata
327#327	AECHMEA	Lightning	? / John Catlan,*	<1997	fasciata	recurvata
328#328	AECHMEA	Lilac Cloud	Symmons, M.	2001	fendleri	spectabilis
12873#12873	AECHMEA	Linda	? / Trevor O*	?	smithiorum?	?
329#329	AECHMEA	Little Bert	Sheffield, M.*	1980	orlandiana	fosteriana
330#330	AECHMEA	Little Green Ruby	Franklin, P.*	?	orlandiana	fosteriana
331#331	AECHMEA	Little Harv	(Bullis, H. Jr.*)	<1982	chantinii	fosteriana
13597#13597	AECHMEA	Little Surprise	Wood N	2007	recurvata	caudata
16160#16160	AECHMEA	Little Woolf	Scholtz, Gabriel	2017	Suenos	gamosepala
11652#11652	AECHMEA	Loie's Pride	Bullis Bromeliads	1987	Suenos	gamosepala
12096#12096	AECHMEA	Lollipop	Jacobsson K	2009	Jupiter	Xavante
332#332	AECHMEA	Los Mocha	Hummel? (Seaborn*?)	<1976	Jupiter	Xavante
333#333	AECHMEA	Lotus	(Hummel)	<1979	Jupiter	recurvata
334#334	AECHMEA	Lucky Stripes	(Hudson,Ken*)	<1983	Jupiter	gamosepala
335#335	AECHMEA	Luis Rojo	Hummel	<1970	Jupiter	gamosepala
336#336	AECHMEA	Lullaby	Hummel	<1972	Jupiter	gamosepala
11043#11043	AECHMEA	Macfoster	Little R*	n/a	Jupiter	gamosepala
337#337	AECHMEA	Machoman	Tristram P*	?	manzanaresiana 'Red bracts'	manzanaresiana
338#338	AECHMEA	Mackerel	Tristram, P.	1998	Silver Queen	Frost
339#339	AECHMEA	Madame Ganna Walska	Hummel	<1970	Silver Queen	Frost
340#340	AECHMEA	Madeira Sunrise	Martin, R.*	?	ramosa	?penduliflora
341#341	AECHMEA	Madge	Duraflor, Deroose*	?	ramosa	?penduliflora
342#342	AECHMEA	Maginali	Nally, J.	1954	ramosa	fulgens v. discolor
343#343	AECHMEA	Magnificent	Wurthmann E*	1964	fulgens var. discolor	fulgens v. discolor
344#344	AECHMEA	Magpie	Paterson, M.	<1997	'Pie In the Sky'	gracilis
14944#14944	AECHMEA	Mahogany Rush	? / John Keens*	<2006	?	?
345#345	AECHMEA	Mako Santan	(Cole*)?	<1980	?	chantinii
13580#13580	AECHMEA	Makoyana			?	chantinii
346#346	AECHMEA	Malva	? / John Anderson*	1995	?	chantinii
10220#10220	AECHMEA	Mandy	?	?	?	fasciata?
347#347	AECHMEA	Marcelino	Bullis*	?	?	fasciata?
348#348	AECHMEA	Mardi Gras	(Weckbacher, B.*)	<1986	?	gamosepala
349#349	AECHMEA	Margarita L.	L. Ariza	1974	dealbata	fasciata
350#350	AECHMEA	Mary Brett	? / O Ferris*	circa 1968	recurvata	caudata
351#351	AECHMEA	Mary Hyde	(Hyde, J.*)	<1982	recurvata	nudicaulis
11710#11710	AECHMEA	Maryann	? / Burke B*	circa 1985 ?	?	?
352#352	AECHMEA	Mauve Beads	Goode, G.	1974	Royal Wine	coelestis
353#353	AECHMEA	Maya	Skotak C, Deroose*	<1998	cucullata	fasciata
354#354	AECHMEA	Mayan	Hummel	<1979	cucullata	fasciata
355#355	AECHMEA	Maygood Moir	L. Ariza	1973	dichlamydea v. trinitensis	mariae-reginae
356#356	AECHMEA	Medio Picta	?	<1980	orlandiana	mariae-reginae
14448#14448	AECHMEA	Megastar	Draper R	2014	chantinii, variegated F2	Black Yasi
357#357	AECHMEA	Melanocrater		<1984	chantinii, variegated F2	caudata
10508#10508	AECHMEA	Melissa	Skotak C, Deroose Plants*	?	chantinii?	fasciata?
358#358	AECHMEA	Mellow Yellow	Stansfield, G.	2001	chantinii?	recurvata var. ortgiesii
12149#12149	AECHMEA	Melodrama	Groves G / Ridley J*	circa 1995	distichantha var. schlumbergeri	caudata 'Melanocrater'
359#359	AECHMEA	MEND	(Merkel*)	1960	lueddemanniana	caudata 'Melanocrater'
360#360	AECHMEA	Metallica	Seaborn*?	<1979	lueddemanniana	caudata 'Melanocrater'
361#361	AECHMEA	Meteor	Hummel	<1970	lueddemanniana	caudata 'Melanocrater'
13427#13427	AECHMEA	Meteor Shower	? / Jim Pearce*	1980s	lueddemanniana	caudata 'Melanocrater'
362#362	AECHMEA	Meyerii	Hummel	<1978	lueddemanniana	caudata 'Melanocrater'
363#363	AECHMEA	Mezu	Hummel	<1980	lueddemanniana	caudata 'Melanocrater'
364#364	AECHMEA	Midnight Special	n/a	?	lueddemanniana	chantinii
14664#14664	AECHMEA	Mighty Mite	Draper R	2014	tessmannii	Checkmate
11009#11009	AECHMEA	Mild Chilli	Deroose R, Hudson L*	1991	tessmannii	 Belgium
365#365	AECHMEA	Minehaha	Hummel	<1978	tessmannii	 Belgium
366#366	AECHMEA	Mini-Cal	Hummel	<1972	miniata v. discolor	calyculata
367#367	AECHMEA	Minnie Belle	Hummel	?	miniata v. discolor	calyculata
13268#13268	AECHMEA	Minuta	Butcher D*		miniata v. discolor	calyculata
368#368	AECHMEA	Miraculous Find	Franklin, P.*	?	miniata v. discolor	calyculata
369#369	AECHMEA	Miriam	Foster	1956	weilbachii v. weilbachii	racinae v. racinae
370#370	AECHMEA	Mirlo	Hummel	<1970	victoriana v. discolor	orlandiana
371#371	AECHMEA	Mohican	Skotak, C., Deroose*	?	victoriana v. discolor	orlandiana
372#372	AECHMEA	Mojave	Hummel	<1972	victoriana v. discolor	orlandiana
10423#10423	AECHMEA	Molly	Jacobsson K	2008	Amazonia	nudicaulis var. aequalis
373#373	AECHMEA	Mona	Buysse, F. (Mekers)	circa 1970s	fasciata	serrata? dichlamydea?
374#374	AECHMEA	Mondamin	Goode, G.	1974	Royal Wine	coelestis
13711#13711	AECHMEA	Mondo Rock	Shaw K / V Przetocki*	1987	recurvata var. benrathii	?
375#375	AECHMEA	Montana Rojo	Hummel	<1976	recurvata var. benrathii	?
376#376	AECHMEA	Montezuma	Hummel	<1971	recurvata var. benrathii	?
377#377	AECHMEA	Mooreana	(Moore, L.+*)	<1963	recurvata var. benrathii	?
378#378	AECHMEA	Morgana	Corn. Bak	<1994	fasciata	?
379#379	AECHMEA	Morris Henry Hobbs	Davis,R., (Ms. Davis*)	1966	chantinii	dealbata
380#380	AECHMEA	Mountainia Rojo	Hummel	<1970	chantinii	dealbata
381#381	AECHMEA	Muelleri	(Hartman, J.*)	<1984	orlandiana	dealbata
382#382	AECHMEA	Musicale	Franklin P*	1997	orlandiana	dealbata
383#383	AECHMEA	Naranja	Hummel	<1976	orlandiana	dealbata
14206#14206	AECHMEA	Nationalis Marginated	? / Geoff Lawn*	?	orlandiana	dealbata
14205#14205	AECHMEA	Nationalis Median	? / Geoff Lawn*	?	orlandiana	dealbata
384#384	AECHMEA	Navahee	Hummel	<1978	orlandiana	dealbata
385#385	AECHMEA	Navajo	Hummel	<1972	orlandiana	dealbata
386#386	AECHMEA	Nelwyn	Anderson, J.*	1989	pedicellata	dealbata
387#387	AECHMEA	Nervata		<1977	pedicellata	dealbata
388#388	AECHMEA	Nightlight	Hummel	<1979	pedicellata	dealbata
12512#12512	AECHMEA	Nightshade	Przetocki  V	1984	Mary Brett	?
390#390	AECHMEA	Nigre Chantinii	(Hill, Herb. Jr.*)	<1979	Mary Brett	?
389#389	AECHMEA	Nigre Nudicaulis	Unknown	ca 1980	Mary Brett	?
391#391	AECHMEA	Noir	n/a	<1979	Mary Brett	chantinii
392#392	AECHMEA	Norway	n/a	<1976	Mary Brett	chantinii
393#393	AECHMEA	Nosegay	Hummel	<1976	Mary Brett	chantinii
394#394	AECHMEA	Not Quite White	Unknown	<1980	Mary Brett	chantinii
395#395	AECHMEA	Novahee	Hummel	<1976	Mary Brett	chantinii
10657#10657	AECHMEA	Nudicaulis Group			Mary Brett	chantinii
396#396	AECHMEA	Oh My	Foster, M.	<1978	Mary Brett	chantinii
397#397	AECHMEA	Okeechobee		<1976	Mary Brett	chantinii
398#398	AECHMEA	Ole	Green, M.*	?	Mary Brett	chantinii
399#399	AECHMEA	Olive Smith	Smith, O.	<1984	recurvata v. ortgiesii	nallyi
400#400	AECHMEA	Olive's Delight	n/a	< 1997	chantinii	nallyi
10683#10683	AECHMEA	Ontera	Przetocki V	1993	Royal Wine	Royal Wine
401#401	AECHMEA	Opal Terrace	Franklin, P.	?	'Kline Terrace'	?
402#402	AECHMEA	Orange Age	Smythe R*	?	'Kline Terrace'	'Forest Fire'
403#403	AECHMEA	Orange Light	Green, M.*	?	'Kline Terrace'	'Forest Fire'
404#404	AECHMEA	Orange River	(Smith, S.+*)	1991	cuculata	retusa
405#405	AECHMEA	Orange Sherbert	DeLeon	<1990	chantinii	brevicollis
406#406	AECHMEA	Orange Sunrise	Yamamoto	1963	araneosa	weilbachii
407#407	AECHMEA	Orange Sunset	Yamamoto	1964	weilbachii	dichlamydea
408#408	AECHMEA	Orangeade	Fell D*	?	weilbachii	blanchetiana
409#409	AECHMEA	Orangeade Recurvata	Belton*?	<1983	weilbachii	blanchetiana
410#410	AECHMEA	Orguillo	Seaborn	<1979	weilbachii	blanchetiana
411#411	AECHMEA	Orinoco	Graf, H.+ (Cathcart*)	<1995	zebrina	blanchetiana
11015#11015	AECHMEA	ORLANDIANA GROUP			zebrina	blanchetiana
412#412	AECHMEA	Ortgiesioides	Dutrie	1938	recurvata v. recurvata	fulgens v. discolor
413#413	AECHMEA	Pacifica	Smithe, Olive	1975	distichantha	chantinii
11353#11353	AECHMEA	Pagoda	Skotak C / Boardman J*	2001	fasciata "Saquarema" x (flavorosea x fasciata "spineless")	fasciata "Teresopolis" x (fasciata "red foliage" x fasciata "spineless")
12937#12937	AECHMEA	Pahala	Heckart D	<2007	Ebony	tessmannii (pink form)
414#414	AECHMEA	Pale Face	Smythe, R.	?	'Forest Fire'	?
10449#10449	AECHMEA	Pali Ridge	Vinzant L	?	correia-araujoi	Bert
11248#11248	AECHMEA	Paloma	Skotak C, Beach E *	2000	cucullata (pink form)	tessmannii (white form)
13539#13539	AECHMEA	Paradox	Skotak C / E Beach*	2003	cucullata "white" x [(tessmannii "pink" x ((Ivory x Ivory) x fasciata "select")]	[(tessmannii x corymbosa) x (cucullata x corymbosa)] x (tessmannii x fasciata "orange")
415#415	AECHMEA	Paraguay	? / Stansfield, G.*	2000	recurvata	[(tessmannii x corymbosa) x (cucullata x corymbosa)] x (tessmannii x fasciata "orange")
15463#15463	AECHMEA	Parana	? / Graeme Barclay*	<1997	nudicaulis	nudicaulis
416#416	AECHMEA	Parati	Cathcart, D.*	?	nudicaulis	nudicaulis
417#417	AECHMEA	Partipie	Hummel	<1977	nudicaulis	nudicaulis
14172#14172	AECHMEA	Pat Graham	?	circa 1980s	gamosepala	nudicaulis
418#418	AECHMEA	Patricia	Bullis P	<1996	gamosepala	nudicaulis
419#419	AECHMEA	Patriot	Simmons, Glenna	1971	distichantha v. schlumbergeri	cylindrata v. micrantha(?)
13953#13953	AECHMEA	Pauline	Paterson G	2014	mulfordii x  'Mulberry'	callichroma
420#420	AECHMEA	Peaches 'N Cream	(Bullis+?)	<1990	mulfordii x  'Mulberry'	callichroma
421#421	AECHMEA	Pearl Buttons	Hummel	<1972	mulfordii x  'Mulberry'	callichroma
422#422	AECHMEA	Pee Wee	Hummel	<1970	mulfordii x  'Mulberry'	callichroma
423#423	AECHMEA	Peek-A-Boo	Hummel	<1970	mulfordii x  'Mulberry'	callichroma
14117#14117	AECHMEA	Peek-a-Sepala	Wood N	2007	Peek-A-Boo	gamosepala
424#424	AECHMEA	Peggae		<1979	Peek-A-Boo	gamosepala
425#425	AECHMEA	Peggy	Bullis*	?	ramosa	gamosepala
426#426	AECHMEA	Peggy Joe	Smith, Sam	1992	moorei	fasciata v purpurea
427#427	AECHMEA	Perez	Hummel	<1970	moorei	fasciata v purpurea
428#428	AECHMEA	Perumazon	(Holmes*)	<1964	moorei	chantinii f. amazonica
11168#11168	AECHMEA	Phantom	Skotak C, Lawn G*	circa 1985	chantinii	phanerophlebia
13265#13265	AECHMEA	Phat Pat	Skotak C	1996	chantinii	leptantha
429#429	AECHMEA	Philippa	Treloar, W.*	?	chantinii	leptantha
430#430	AECHMEA	Phoebe		<1978	chantinii	leptantha
431#431	AECHMEA	Phoenix	Turner, M.*	?	calyculata	recurvata
432#432	AECHMEA	Photo #R-2	Hummel	<1976	distichantha	??
433#433	AECHMEA	Pica	Bullis? DeLeon?	<1992	victoriana v. discolor	recurvata
434#434	AECHMEA	Pickaninny	Frase, W.	1959	orlandiana-'Bert'-fosteriana	recurvata
435#435	AECHMEA	Pico	Hummel	<1970	pineliana	??
436#436	AECHMEA	Pie	Butcher, D.*	?	pineliana	??
437#437	AECHMEA	Pie In the Sky	Butcher*?	<1995	pimenti-velosoi	??
11219#11219	AECHMEA	Pilfered	Skotak C	2003	fendleri (dark form)	Blue Tango
438#438	AECHMEA	Pine Bough	Hummel	<1979	fendleri (dark form)	Blue Tango
439#439	AECHMEA	Pinegrove Lass	Little R*	?	fendleri (dark form)	Blue Tango
440#440	AECHMEA	Pink Banners	Fuchs, F.+ (Bullis, H.*)	<1979	fendleri (dark form)	chantinii v. fuchsii
441#441	AECHMEA	Pink Beads	Goode, G.	1974	Royal Wine	coelestis
442#442	AECHMEA	Pink Buttons	Hummel	<1975	Royal Wine	coelestis
443#443	AECHMEA	Pink Candela	Berg, W.	1994	chantinii 'Pink Goddess'	fasciata 'Sangria'
444#444	AECHMEA	Pink Dusty	Hummel	<1970	orlandiana?	lasseri
445#445	AECHMEA	Pink Fantasy	Stansfield, G.	1999	fasciata	chantinii var. amazonica
446#446	AECHMEA	Pink Fasci	Hummel	<1978	fasciata?	chantinii var. amazonica
447#447	AECHMEA	Pink Frosty	DeLeon? Meade, D.*?	<1995	serrata?	chantinii var. amazonica
448#448	AECHMEA	Pink Goddess	Holmes+*? Moore+*?	1961	chantinii	chantinii var. amazonica
449#449	AECHMEA	Pink Ice	Kent? European?	<1997	chantinii	chantinii var. amazonica
450#450	AECHMEA	Pink Lace	Tristram, P.	1998	cucullata 'Pink Form'	'Frost'
451#451	AECHMEA	Pink Panther	Bryant, Dennis	1979	dichlamydea var. trinitensis	fasciata var. purpurea
12633#12633	AECHMEA	Pink Panties	Grant S	2012	dichlamydea var. trinitensis	fasciata var. purpurea
452#452	AECHMEA	Pink Passion	Bullis?	<1994	dichlamydea var. trinitensis	fasciata var. purpurea
453#453	AECHMEA	Pink Phase	? / Rothenberg*?	<1971	ramosa	fasciata var. purpurea
454#454	AECHMEA	Pink Rocket	DeLeon?	<1981	fendleri	fasciata
14217#14217	AECHMEA	Pink Tiger	van Wijk, C	2014	Black Beauty	orlandiana "Pink"
13231#13231	AECHMEA	Pink Velvet	? / Kaewkangwal K*	2011	Ka'u	Ka'u
455#455	AECHMEA	Pinkie	n/a	<1968	lueddemanniana	Ka'u
10190#10190	AECHMEA	Pinky	Raff A	2004	lueddemanniana	recurvata orange form
456#456	AECHMEA	Pioneer	Stonor B, Lawn G* <	1991	cylindrata	caudata
14000#14000	AECHMEA	Plurifolia	? / Butcher D*	?	cylindrata	caudata
457#457	AECHMEA	Poco Tiempo	Hummel	<1976	cylindrata	caudata
458#458	AECHMEA	Polyantha	Richter	<1959	nudicaulis	Maginali
459#459	AECHMEA	Pom Pom	? / Rob Smythe*	1997	cylindrata	Maginali
460#460	AECHMEA	Popcorn	Hummel	<1972	cylindrata	Maginali
461#461	AECHMEA	Porphyry Pearls	DeLeon N /  Lawn G*	ca1980	weilbachii	lueddemanniana
462#462	AECHMEA	Porto Limon	n/a	?	weilbachii	lueddemanniana
12039#12039	AECHMEA	Pot Belly	?  /  Henshaw J*	?	recurvata ?	?
463#463	AECHMEA	Prava		<1977	recurvata ?	?
464#464	AECHMEA	Prez	Hummel	<1970	recurvata ?	?
465#465	AECHMEA	Prieto	Hummel	<1970	recurvata ?	?
466#466	AECHMEA	Primera	n/a	?	fasciata	?
467#467	AECHMEA	Prince Albert	Hummel (Cole*)	<1979	mariae-reginae	leuddemanniana
13162#13162	AECHMEA	Prinsler's Link	Link / R Little*	circa 1970	chantinii	leuddemanniana
10581#10581	AECHMEA	Pseudonudicaulis	Seidel A? Gouda E*	circa 1985	nudicaulis	comata
468#468	AECHMEA	Puerto Rico Black	?Cobin, M.*	?	nudicaulis	comata
469#469	AECHMEA	Purple Gem	DeLeon N, / Lawn G*	ca1980	weilbachii	lueddemanniana
470#470	AECHMEA	Purple Globe	Kendall, H.*	<1982	macrochlamys	lueddemanniana
471#471	AECHMEA	Purple Heart	n/a	<1982	macrochlamys	lueddemanniana
472#472	AECHMEA	Purple Rainbow	Hummel	<1976	macrochlamys	lueddemanniana
473#473	AECHMEA	Purple Velvet	Smithe, Olive	1975	fendleri	fasciata
